size 7.2 8.0 8.1
8 76.147472 68.1474928 38.917552
9 75.147472 67.1474928 37.92408
10 74.147472 66.1474928 44.9226976
11 73.147472 65.1474928 43.924272
12 72.147472 64.1474928 42.9260256
13 79.1474656 71.1474928 41.9254112
14 78.147472 70.1474928 40.921072
15 77.147472 69.1474928 39.9236832
16 76.147472 68.1474928 38.9285216
17 75.147472 67.1474928 37.9238368
18 74.1474656 66.1474928 44.9232736
19 73.147472 65.1474928 43.9246048
20 72.147472 64.1474928 42.9241184
21 79.147472 71.1474928 41.9266656
22 78.147472 70.1474928 40.9236448
23 77.147472 69.1474928 39.9226976
24 76.1474656 68.1474928 38.9229536
25 75.147472 67.1474928 37.9207264
26 74.147472 66.1474928 44.9201248
27 73.147472 65.1474928 43.9229536
28 72.147472 64.1474928 42.9206624
29 79.1474656 71.1474928 41.9213792
30 78.147472 70.1474928 40.9296736
31 77.147472 69.1474928 47.9256032
32 76.1474656 68.1474928 46.9191904
33 75.147472 67.1474928 45.922288
34 74.1474656 66.1474928 44.9195232
35 73.147472 65.1474928 43.9270496
36 72.1474656 64.1474928 42.9252576
37 79.147472 71.1474928 49.9227488
38 78.147472 70.1474928 48.9201888
39 77.1474656 69.1474928 47.9238496
40 76.147472 68.1474928 46.924528
41 75.147472 67.1474928 45.9247968
42 74.1474656 66.1474928 44.9253728
43 73.147472 65.1474928 43.918576
44 72.1474656 64.1474928 42.9277792
45 79.147472 71.1474928 49.9232736
46 78.147472 70.1474928 48.9243744
47 77.147472 69.1474928 47.9234912
48 76.147472 68.1474928 46.9203552
49 75.1474656 67.1474928 45.9233888
50 74.147472 66.1474928 44.9255264
51 73.147472 65.1474928 43.9220576
52 72.1474656 64.1474928 42.9218272
53 79.1474656 71.1474928 49.9226592
54 78.147472 70.1474928 48.9208032
55 77.147472 69.1474928 47.9224416
56 76.147472 68.1474928 46.9252192
57 75.1474656 67.1474928 45.9200224
58 74.147472 66.1474928 44.9248608
59 73.147472 65.1474928 43.9253984
60 72.147472 64.1474928 42.9263584
61 87.147472 79.1474928 57.9190752
62 86.147472 78.1474928 56.9264992
63 85.147472 77.1474928 55.9291872
64 84.1474656 76.1474928 54.9251808
65 83.147472 75.1474928 53.9284576
66 82.1474656 74.1474928 52.9237216
67 81.1474656 73.1474928 51.928368
68 80.147472 72.1474928 50.923952
69 79.147472 71.1474928 49.9207904
70 78.147472 70.1474928 48.9250144
71 77.147472 69.1474928 47.9268448
72 76.147472 68.1474928 46.92376
73 75.147472 67.1474928 45.9241056
74 74.147472 66.1474928 44.9249248
75 73.147472 65.1474928 43.9212512
76 72.147472 64.1474928 42.9273824
77 87.1474656 79.1474928 57.9208672
78 86.1474656 78.1474928 56.9225568
79 85.147472 77.1474928 55.92248
80 84.1474656 76.1474928 54.925744
81 83.1474656 75.1474928 53.9216864
82 82.147472 74.1474928 52.9270624
83 81.147472 73.1474928 51.9198944
84 80.1474656 72.1474928 50.9244896
85 79.1474656 71.1474928 49.9232096
86 78.147472 70.1474928 48.9219424
87 77.147472 69.1474928 47.9206496
88 76.147472 68.1474928 46.92504
89 75.1474656 67.1474928 45.9248864
90 74.1474656 66.1474928 44.9164896
91 73.147472 65.1474928 43.9253984
92 72.147472 64.1474928 42.9184352
93 87.147472 79.1474928 57.9226848
94 86.147472 78.1474928 56.921072
95 85.147472 77.1474928 55.920944
96 84.147472 76.1474928 54.9208544
97 83.147472 75.1474928 53.9214816
98 82.1474656 74.1474928 52.9234144
99 81.1474656 73.1474928 51.918
100 80.147472 72.1474928 50.9192544
101 79.147472 71.1474928 49.9197152
102 78.147472 70.1474928 48.9155936
103 77.147472 69.1474928 47.918512
104 76.147472 68.1474928 46.9233376
105 75.147472 67.1474928 45.9211488
106 74.147472 66.1474928 44.9227744
107 73.147472 65.1474928 43.9293024
108 72.147472 64.1474928 42.92376
109 87.147472 79.1474928 57.9229536
110 86.147472 78.1474928 56.925872
111 85.1474656 77.1474928 55.921456
112 84.147472 76.1474928 54.9250528
113 83.1474656 75.1474928 53.916336
114 82.147472 74.1474928 52.9217888
115 81.147472 73.1474928 51.9234016
116 80.1474656 72.1474928 50.9235296
117 79.147472 71.1474928 49.920048
118 78.147472 70.1474928 48.9297376
119 77.147472 69.1474928 47.921904
120 76.147472 68.1474928 46.92792
121 75.1474656 67.1474928 45.92696
122 74.147472 66.1474928 44.9176672
123 73.1474656 65.1474928 43.9200736
124 72.1474656 64.1474928 42.9174368
125 103.147472 95.1474928 73.9162336
126 102.147472 94.1474928 72.9241696
127 101.147472 93.1474928 71.9255904
128 100.147472 92.1474928 70.9193824
